time,temporada,rodada,data,horario,dia_semana,mes,adversario,resultado,gols_favor,gols_sofridos,condicao,arbitro,idade_media_titular_time,desvio_idade_media_time,altura_media_titular_time,desvio_altura_media_time,idade_media_titular_adv,desvio_idade_media_adv,altura_media_titular_adv,desvio_altura_media_adv,estadio,publico
Vasco da Gama,2018,12,13/06/2018,21:45,Quarta,06,Internacional,Derrota,1,3,Visitante,Raphael Claus,25.8,4.4,179.8,6.7,26.9,3.0,183.5,4.3,Estádio Beira-Rio,19733
Vasco da Gama,2018,13,19/07/2018,20:00,Quinta,07,Fluminense,Empate,1,1,Mandante,Marcelo Aparecido Ribeiro de Souza,27.3,4.4,178.5,5.8,25.9,3.9,178.9,9.7,Estádio São Januário,11901
Vasco da Gama,2018,14,22/07/2018,16:00,Domingo,07,Grêmio,Vitória,1,0,Mandante,Igor Junio Benevenuto,26.6,4.0,178.5,5.8,28.9,5.1,181.4,6.5,Estádio São Januário,8242
Vasco da Gama,2018,16,29/07/2018,11:00,Domingo,07,Corinthians,Derrota,1,4,Mandante,Dewson Fernando Freitas da Silva,26.3,4.4,178.6,5.8,26.9,4.4,177.0,9.1,Arena BRB Mané Garrincha,33516
Vasco da Gama,2018,17,05/08/2018,16:00,Domingo,08,São Paulo,Derrota,1,2,Visitante,Braulio Da Silva Machado,27.5,4.0,178.5,4.8,29.0,5.0,181.0,5.5,MorumBIS,53437
Vasco da Gama,2018,18,12/08/2018,19:00,Domingo,08,Palmeiras,Derrota,0,1,Visitante,Wilton Pereira Sampaio,28.0,4.1,179.0,4.9,27.4,2.4,180.6,5.2,Nubank Parque,30012
Vasco da Gama,2018,19,20/08/2018,20:00,Segunda,08,Ceará,Empate,1,1,Mandante,Vinicius Goncalves Dias Araujo,30.3,3.2,179.4,5.7,28.4,4.4,180.1,8.2,Estádio São Januário,15539
Vasco da Gama,2018,20,23/08/2018,20:00,Quinta,08,Atlético Mineiro,Empate,0,0,Visitante,Leandro Pedro Vuaden,28.0,4.8,178.4,5.4,29.5,6.4,181.0,8.7,Arena Independência,22452
Vasco da Gama,2018,21,26/08/2018,19:00,Domingo,08,Chapecoense,Vitória,3,1,Mandante,Igor Junio Benevenuto,28.0,4.8,178.4,5.4,27.5,4.2,179.6,7.7,Estádio São Januário,8782
Vasco da Gama,2018,15,29/08/2018,19:30,Quarta,08,Athletico,Derrota,0,1,Visitante,Rodrigo D'alonso Ferreira,26.8,4.0,177.6,4.4,26.1,5.0,179.8,6.4,Arena da Baixada,11119
